timestamp,x,y,alert_type
1773374655.2101953,10.90167957092926,49.648104431636206,NORMAL
1773374656.7213235,12.004015683519087,50.24328874584957,NORMAL
1773374658.2289767,13.06753627266439,50.52894980434733,NORMAL
1773374659.7362416,15.663369390187153,49.689338283013576,NORMAL
1773374661.2433364,18.521153399950947,49.40482004552487,NORMAL
1773374662.750169,21.001390725501473,51.33875123446309,NORMAL
1773374664.2581325,21.374477540657015,49.78725239401655,NORMAL
1773374665.7656403,25.14534443346283,51.49689082726289,NORMAL
1773374667.2743685,27.291751980614585,51.214995280154795,NORMAL
1773374668.7831476,27.973648729255448,50.03585151803878,NORMAL
1773374670.2909374,29.880565891548418,48.769441124394795,NORMAL
1773374671.7990067,32.71715616600723,50.83996366258878,NORMAL
1773374673.3070168,34.9088882210876,51.42496843174985,NORMAL
1773374674.8202922,34.882951435027664,50.04307812297366,NORMAL
1773374676.3286355,38.68835938541305,50.737466368840636,NORMAL
1773374677.8363721,40.6874202320789,50.985902737633616,NORMAL
1773374679.34449,43.196590808718824,51.29486968367389,NORMAL
1773374680.852104,44.44458267863803,49.236772102748,NORMAL
1773374682.3603466,47.20368362796361,49.3948156216351,NORMAL
1773374683.8678317,47.395081113966874,50.01310878265696,NORMAL
1773374685.3750756,48.74708376661099,50.42087267902208,NORMAL
1773374686.882784,52.28615935861345,49.630723681491,NORMAL
1773374688.391797,52.871027629508966,48.78250884843699,NORMAL
1773374689.8994496,55.98014340812957,50.09474828059965,NORMAL
1773374691.4077263,56.62337533073106,48.56150456534446,NORMAL
1773374692.9153638,59.56028614194837,51.20499741304622,NORMAL
1773374694.424056,62.53988373825358,50.74132243661242,NORMAL
1773374695.9338226,62.79972239552085,50.788034285894874,NORMAL
1773374697.442833,66.64248515414448,49.72838171311061,NORMAL
1773374698.9506295,68.30418681438194,50.39506613169441,NORMAL
1773374700.457937,68.73485493578511,49.19290032374004,NORMAL
1773374701.966168,72.1993901752964,50.34038182563789,NORMAL
1773374703.4743657,74.1143433123684,48.549012447312165,NORMAL
1773374704.9832745,77.47668631616037,49.118026343843056,NORMAL
1773374706.490717,78.20257056061706,50.782722585453925,NORMAL
1773374707.9993563,81.21528267014659,49.26015036992931,NORMAL
1773374709.5070581,81.46301112755145,51.203728091878595,NORMAL
1773374711.0143108,82.64011688572441,50.15157128349642,NORMAL
1773374712.5231159,86.05354075098258,48.731290345963046,NORMAL
1773374714.0318487,87.08758465400554,49.80700716541247,NORMAL
1773374715.5403912,89.71762504467075,50.819961193546206,NORMAL
1773374717.0486789,90.79155285919435,51.45892124303851,NORMAL
1773374718.5577812,89.26992880358213,51.49361088791377,NORMAL
1773374720.0653815,86.41739279427972,48.9772854041901,NORMAL
1773374721.5734317,83.36603482693205,49.454557443696814,NORMAL
1773374723.0817106,83.24964485802876,48.61068864454093,NORMAL
1773374724.5901504,80.06994460032809,50.41751918443732,NORMAL
1773374726.098251,79.11767637252676,50.682192316883615,NORMAL
1773374727.6079526,76.52961000415009,51.23885424584386,NORMAL
1773374729.1159077,73.49841782025261,49.23804616619894,NORMAL
1773374730.6252394,72.26900438986247,49.46644250309833,NORMAL
1773374732.132736,70.13123292548242,49.063312242011584,NORMAL
1773374733.6402807,68.06748035215614,50.79034989700594,NORMAL
1773374735.1473656,64.92800687484926,50.35947289943878,NORMAL
1773374736.6547873,64.32363472511392,49.69690376510667,NORMAL
1773374738.1626914,60.792398873569475,49.525003334431055,NORMAL
1773374739.6725311,58.67899186757761,50.09820456780453,NORMAL
1773374741.1798904,58.99365888795273,51.40038003637571,NORMAL
1773374742.6866515,57.36814999843137,49.22035769377513,NORMAL
1773374744.1947565,53.243907503431444,50.4941891341953,NORMAL
1773374745.7025933,52.40345204037912,49.59655977265849,NORMAL
1773374747.2093742,50.558531713687664,49.0809308928494,NORMAL
1773374748.718692,50.7178345120549,50.229984906619066,NORMAL
1773374750.227459,49.155525365523246,48.63957850560423,NORMAL
1773374751.736372,49.6035819534981,45.566115115711405,NORMAL
1773374753.245295,50.35992464699565,45.05220896978182,NORMAL
1773374754.7527244,50.63562014470048,41.97162426243859,NORMAL
1773374756.2602088,50.22168976894857,40.76336039447358,NORMAL
1773374757.7673352,49.554432355141614,38.996183566063756,NORMAL
1773374759.2806702,49.27431749567242,35.509419638861104,NORMAL
1773374760.787099,50.76943621353759,34.817903736880886,NORMAL
1773374762.2935538,50.367591633493475,31.258352933364986,NORMAL
1773374763.8006203,50.66948434652375,29.431990278873815,NORMAL
1773374765.3077917,50.57808447005839,28.398051608308993,NORMAL
1773374766.814607,50.76049483718818,26.75970576723401,NORMAL
1773374768.3231223,49.1251633470643,23.01263212774581,NORMAL
1773374769.8305113,49.635863349894166,22.880796359084844,NORMAL
1773374771.337142,49.667259299182426,19.88988740697642,NORMAL
1773374772.8444011,49.02434129006969,18.474812462260456,NORMAL
1773374774.3529954,50.91573066459921,15.40754607765949,NORMAL
1773374775.860345,48.53960666607217,14.549619560310873,NORMAL
1773374777.3665972,49.75114353196556,11.392422589998905,NORMAL
1773374778.8733609,50.943025672445515,10.082906394116275,NORMAL
1773374780.3814714,49.269384003057894,9.583161733014245,NORMAL
1773374781.8884335,51.00356179054306,12.1453811255551,NORMAL
1773374783.3954906,51.16725196862296,13.657558816311427,NORMAL
1773374784.90239,50.091530935381996,17.09893924437427,NORMAL
1773374786.4089358,50.32915144866552,17.488052969433475,NORMAL
1773374787.9179952,50.28817635482099,18.53487244311554,NORMAL
1773374789.4257085,49.60259186035855,21.7992486909813,NORMAL
1773374790.933084,48.920782937157725,25.07684120528306,NORMAL
1773374792.440595,50.62377357279079,24.56005356838172,NORMAL
1773374793.949621,51.343518066192026,26.830640037443956,NORMAL
1773374795.4583626,49.82770723927413,30.334366545601245,NORMAL
1773374796.9667578,50.884229199399066,32.3227103190699,NORMAL
1773374798.4739473,51.37366017111655,33.40655457143412,NORMAL
1773374799.9813344,49.16354004636502,37.191688685361115,NORMAL
1773374801.4896727,50.89218568205851,38.85626950168971,NORMAL
1773374802.9976401,51.34100820577715,40.59183558354398,NORMAL
1773374804.504661,49.830055318529595,42.920074520340435,NORMAL
1773374806.0113974,49.20395856934784,44.19323705840333,NORMAL
1773374807.5206063,49.15894122287952,44.633154305547194,NORMAL
1773374809.0279672,50.7398987340198,49.3869603386472,NORMAL
1773374810.5347555,49.53954910888494,48.776635224236635,NORMAL
