2,-272,15,0,0,0
55,-210,45,0,0,0
-16,-264,-2,0,0,0
-47,-297,-41,0,0,0
-0,-274,-2,0,0,0
33,-219,18,0,0,0
2,-258,-1,0,0,0
-33,-309,-49,0,0,0
-9,-258,-8,0,0,0
28,-199,12,0,0,0
-15,-261,-16,0,0,0
-35,-295,-18,0,0,0
-8,-264,-10,0,0,0
49,-217,26,0,0,0
8,-265,27,0,0,0
-37,-290,-45,0,0,0
5,-245,11,0,0,0
13,-209,38,0,0,0
2,-253,5,0,0,0
-30,-298,-44,0,0,0
11,-264,-10,0,0,0
42,-231,50,0,0,0
1,-263,-2,0,0,0
-48,-293,-48,0,0,0
-7,-264,2,0,0,0
67,-206,27,0,0,0
6,-263,0,0,0,0
-36,-304,-36,0,0,0
1,-253,3,0,0,0
36,-228,27,0,0,0
8,-263,-10,0,0,0
-42,-297,-37,0,0,0
-22,-254,12,0,0,0
60,-203,49,0,0,0
-5,-254,12,0,0,0
-25,-297,-35,0,0,0
5,-263,7,0,0,0
39,-204,21,0,0,0
-1,-266,4,0,0,0
-32,-287,-35,0,0,0
-11,-264,17,0,0,0
37,-220,51,0,0,0
7,-264,-1,0,0,0
-31,-291,-42,0,0,0
-10,-253,4,0,0,0
33,-210,31,0,0,0
-10,-274,-8,0,0,0
-34,-291,-58,0,0,0
23,-265,9,0,0,0
25,-218,35,0,0,0
-16,-237,-5,0,0,0
-45,-288,-44,0,0,0
4,-234,-15,0,0,0
33,-216,33,0,0,0
6,-263,-2,0,0,0
-33,-288,-33,0,0,0
-2,-248,3,0,0,0
45,-207,43,0,0,0
12,-278,-2,0,0,0
-46,-305,-35,0,0,0
6,-269,-3,0,0,0
48,-218,39,0,0,0
-8,-250,6,0,0,0
-35,-311,-46,0,0,0
-11,-245,8,0,0,0
41,-214,50,0,0,0
14,-268,-2,0,0,0
-55,-312,-20,0,0,0
11,-257,-8,0,0,0
55,-220,39,0,0,0
-8,-269,-9,0,0,0
-46,-298,-30,0,0,0
-9,-246,0,0,0,0
58,-227,35,0,0,0
10,-266,-11,0,0,0
-39,-277,-29,0,0,0
-3,-255,8,0,0,0
33,-217,25,0,0,0
8,-247,-6,0,0,0
-47,-306,-41,0,0,0
-3,-267,1,0,0,0
45,-197,33,0,0,0
-5,-265,22,0,0,0
-24,-286,-49,0,0,0
4,-261,-5,0,0,0
26,-213,28,0,0,0
0,-266,-6,0,0,0
-52,-303,-40,0,0,0
-7,-257,2,0,0,0
29,-219,37,0,0,0
-12,-273,6,0,0,0
-40,-293,-45,0,0,0
-0,-256,9,0,0,0
47,-230,29,0,0,0
-2,-257,-10,0,0,0
-40,-300,-45,0,0,0
-13,-230,0,0,0,0
33,-222,31,0,0,0
-27,-231,-3,0,0,0
-35,-304,-43,0,0,0
19,-257,9,0,0,0
50,-214,37,0,0,0
-8,-264,8,0,0,0
-48,-285,-43,0,0,0
7,-225,11,0,0,0
50,-229,34,0,0,0
-17,-246,-4,0,0,0
-38,-299,-41,0,0,0
28,-273,1,0,0,0
29,-200,39,0,0,0
-16,-264,-6,0,0,0
-41,-281,-49,0,0,0
31,-253,3,0,0,0
27,-214,41,0,0,0
-13,-269,-5,0,0,0
-49,-273,-46,0,0,0
2,-244,-3,0,0,0
49,-234,37,0,0,0
-17,-251,-7,0,0,0
-27,-294,-31,0,0,0
0,-253,-7,0,0,0
54,-218,31,0,0,0
-8,-281,3,0,0,0
-51,-277,-21,0,0,0
-14,-246,11,0,0,0
36,-196,53,0,0,0
0,-264,10,0,0,0
-45,-313,-44,0,0,0
5,-253,13,0,0,0
42,-220,42,0,0,0
1,-255,11,0,0,0
-24,-287,-37,0,0,0
-2,-260,10,0,0,0
37,-205,43,0,0,0
6,-267,-7,0,0,0
-23,-304,-37,0,0,0
0,-276,-9,0,0,0
30,-220,44,0,0,0
-12,-251,-4,0,0,0
-42,-293,-50,0,0,0
6,-247,7,0,0,0
30,-223,46,0,0,0
5,-280,-18,0,0,0
-48,-295,-33,0,0,0
15,-245,2,0,0,0
24,-208,47,0,0,0
2,-254,-11,0,0,0
-39,-289,-59,0,0,0
4,-256,-16,0,0,0
33,-204,47,0,0,0
-11,-252,-9,0,0,0
-42,-300,-36,0,0,0
-1,-253,-5,0,0,0
31,-208,39,0,0,0
-6,-257,-2,0,0,0
-37,-288,-47,0,0,0
-2,-260,1,0,0,0
35,-221,46,0,0,0
-1,-257,2,0,0,0
-59,-297,-19,0,0,0
6,-260,2,0,0,0
34,-199,43,0,0,0
-13,-248,-10,0,0,0
-46,-303,-44,0,0,0
7,-258,7,0,0,0
51,-218,25,0,0,0
4,-258,6,0,0,0
-59,-291,-60,0,0,0
8,-247,-6,0,0,0
44,-213,45,0,0,0
7,-278,-10,0,0,0
-47,-291,-44,0,0,0
-11,-247,7,0,0,0
43,-229,32,0,0,0
-23,-235,-3,0,0,0
-39,-297,-25,0,0,0
-2,-242,7,0,0,0
29,-235,36,0,0,0
-19,-256,-6,0,0,0
-53,-289,-45,0,0,0
-4,-252,11,0,0,0
39,-213,34,0,0,0
7,-263,-2,0,0,0
-45,-295,-39,0,0,0
4,-256,4,0,0,0
53,-200,38,0,0,0
2,-271,-22,0,0,0
-42,-303,-53,0,0,0
7,-253,4,0,0,0
35,-218,15,0,0,0
-19,-266,-4,0,0,0
-53,-295,-44,0,0,0
21,-253,5,0,0,0
29,-209,37,0,0,0
-22,-258,-25,0,0,0
-26,-289,-43,0,0,0
11,-250,0,0,0,0
19,-225,39,0,0,0
-13,-268,4,0,0,0
-39,-293,-61,0,0,0
