timestamp,worker_id,alert_type,x,y,env_data
1773375882.9451168,W2,FALL,48.757715057324745,38.8,HR: 81.0
1773375907.6559653,W1,GAS_LEAK,81.99999999999993,48.697202497543806,Gas: 92.8224365994343 ppm
1773375908.6925578,W1,GAS_LEAK,83.79999999999993,50.448157616940414,Gas: 55.31398564920246 ppm
1773375908.6972077,W1,FALL,83.79999999999993,50.448157616940414,HR: 133.0
1773375909.7242177,W1,GAS_LEAK,83.79999999999993,48.65646789333189,Gas: 72.4484499468308 ppm
1773375910.7573748,W1,GAS_LEAK,85.59999999999992,49.63695041834098,Gas: 60.0225789384141 ppm
1773375911.7897851,W1,GAS_LEAK,87.39999999999992,49.99435989639079,Gas: 88.77019015991394 ppm
1773375912.8197603,W1,GAS_LEAK,89.19999999999992,48.827059510001234,Gas: 89.43649261691338 ppm
1773375913.8508997,W1,GAS_LEAK,87.39999999999992,50.966367280323055,Gas: 63.05287443154512 ppm
1773375914.884306,W1,GAS_LEAK,85.59999999999992,48.73905353704599,Gas: 72.64597568513429 ppm
1773375915.9137828,W1,GAS_LEAK,83.79999999999993,48.56397086463729,Gas: 84.78799960630619 ppm
1773375916.9423337,W1,GAS_LEAK,81.99999999999993,48.997705503331765,Gas: 87.43699806843375 ppm
1773375917.9667306,W1,GAS_LEAK,80.19999999999993,48.61839828279536,Gas: 60.79128183103523 ppm
1773375918.993351,W1,GAS_LEAK,78.39999999999993,50.26811708390699,Gas: 79.36451602801117 ppm
1773375920.020974,W1,GAS_LEAK,76.59999999999994,48.8528546119844,Gas: 81.64733004753396 ppm
1773375921.0477579,W1,GAS_LEAK,74.79999999999994,48.8591002754258,Gas: 58.07787244052567 ppm
1773375921.0520582,W1,FALL,74.79999999999994,48.8591002754258,HR: 139.0
1773375922.0741236,W1,GAS_LEAK,74.79999999999994,50.78898318814439,Gas: 91.3576492380718 ppm
1773375970.5108128,W2,FALL,50.40224717289305,28.000000000000004,HR: 75.0
1773375992.190589,W1,GAS_LEAK,71.19999999999995,48.57684816249095,Gas: 73.51097508968009 ppm
1773375993.2218893,W1,GAS_LEAK,72.99999999999994,50.57686701464893,Gas: 86.33491192078797 ppm
1773375994.2523828,W1,GAS_LEAK,74.79999999999994,49.442891652474835,Gas: 77.69697265588536 ppm
1773375995.28641,W1,GAS_LEAK,76.59999999999994,51.33478899929643,Gas: 68.37397186006287 ppm
1773375996.3190157,W1,GAS_LEAK,78.39999999999993,48.813614191126014,Gas: 88.63403759506105 ppm
1773375997.3499985,W1,GAS_LEAK,80.19999999999993,49.032983071656254,Gas: 87.82482181526193 ppm
1773375997.3554022,W1,FALL,80.19999999999993,49.032983071656254,HR: 122.0
1773375998.381825,W1,GAS_LEAK,80.19999999999993,49.33060016681276,Gas: 71.31993153738163 ppm
1773375998.3867004,W1,FALL,80.19999999999993,49.33060016681276,HR: 128.0
1773375999.4117298,W1,GAS_LEAK,80.19999999999993,49.50932908254666,Gas: 80.1710133677417 ppm
1773375999.4176168,W1,FALL,80.19999999999993,49.50932908254666,HR: 143.0
1773376000.4457386,W1,GAS_LEAK,80.19999999999993,51.2231386533736,Gas: 73.64432506923599 ppm
1773376001.4808376,W1,GAS_LEAK,81.99999999999993,51.23316607645529,Gas: 86.96561212020356 ppm
1773376002.5152006,W1,GAS_LEAK,83.79999999999993,50.08657499967074,Gas: 78.39743990479212 ppm
1773376003.5486565,W1,GAS_LEAK,85.59999999999992,49.69928269784788,Gas: 86.504912587629 ppm
1773376003.554163,W1,FALL,85.59999999999992,49.69928269784788,HR: 142.0
1773376004.5826814,W1,GAS_LEAK,85.59999999999992,50.9161939687625,Gas: 80.32926794402172 ppm
1773376025.3039682,W2,FALL,49.393246425923216,24.400000000000002,HR: 79.0
1773376054.2814171,W2,FALL,48.83739117436223,15.399999999999999,HR: 83.0
1773376078.0958188,W2,FALL,49.493270492434846,40.599999999999994,HR: 79.0
1773376085.3024883,W1,GAS_LEAK,71.19999999999995,48.53605291956948,Gas: 64.65572517034833 ppm
1773376086.3305974,W1,GAS_LEAK,72.99999999999994,50.29413627434283,Gas: 67.29907238037475 ppm
1773376086.3358498,W1,FALL,72.99999999999994,50.29413627434283,HR: 145.0
1773376087.3653045,W1,GAS_LEAK,72.99999999999994,48.66378172743371,Gas: 55.260701935470365 ppm
1773376140.9048023,W2,FALL,50.77087293012518,26.200000000000003,HR: 77.0
1773376152.2280028,W2,FALL,49.725955501084954,44.19999999999999,HR: 84.0
1773376165.629968,W2,FALL,50.3315266206155,22.6,HR: 78.0
1773376175.9678628,W2,FALL,50.68108220470205,17.2,HR: 77.0
1773376279.1960135,W1,GAS_LEAK,80.19999999999993,49.24025678511257,Gas: 77.99450681357597 ppm
1773376280.226759,W1,GAS_LEAK,78.39999999999993,50.98993981228182,Gas: 76.85406109822205 ppm
1773376281.2566242,W1,GAS_LEAK,76.59999999999994,49.74036136512377,Gas: 93.8004575443791 ppm
1773376282.288636,W1,GAS_LEAK,74.79999999999994,48.89102113952902,Gas: 79.83800836227964 ppm
1773376283.3189416,W1,GAS_LEAK,72.99999999999994,48.73790059737862,Gas: 90.2259158745444 ppm
1773376284.353992,W1,GAS_LEAK,71.19999999999995,50.41038501681087,Gas: 56.923489880488866 ppm
1773376327.7194545,W2,FALL,49.37686789060692,20.8,HR: 78.0
1773376361.7524107,W1,GAS_LEAK,87.39999999999992,51.44429348325319,Gas: 88.14032243217208 ppm
1773376362.790641,W1,GAS_LEAK,89.19999999999992,48.962613692908825,Gas: 72.377912714958 ppm
1773376362.7961411,W1,FALL,89.19999999999992,48.962613692908825,HR: 150.0
1773376363.8224196,W1,GAS_LEAK,89.19999999999992,48.762964851225775,Gas: 61.95816646380845 ppm
1773376364.8530006,W1,GAS_LEAK,87.39999999999992,51.190723608705916,Gas: 62.0581158261337 ppm
1773376365.8805387,W1,GAS_LEAK,85.59999999999992,49.206034228960036,Gas: 65.65615726703999 ppm
1773376366.908756,W1,GAS_LEAK,83.79999999999993,49.10408291724727,Gas: 77.91212481046665 ppm
1773376366.9144418,W1,FALL,83.79999999999993,49.10408291724727,HR: 137.0
1773376367.9439902,W1,GAS_LEAK,83.79999999999993,51.43293989891048,Gas: 71.52306280376348 ppm
1773376368.9782171,W1,GAS_LEAK,81.99999999999993,49.147790591643556,Gas: 77.79100794193863 ppm
1773376370.006381,W1,GAS_LEAK,80.19999999999993,50.5655482072246,Gas: 74.3777181530715 ppm
1773376371.0389497,W1,GAS_LEAK,78.39999999999993,51.316047279291396,Gas: 55.00496257794613 ppm
1773376372.073401,W1,GAS_LEAK,76.59999999999994,49.40308226358575,Gas: 77.94704784944494 ppm
1773376373.1007519,W1,GAS_LEAK,74.79999999999994,50.9910406469518,Gas: 85.59229880663288 ppm
1773376374.1293366,W1,GAS_LEAK,72.99999999999994,49.51165550472816,Gas: 71.93515874955183 ppm
1773376375.167048,W1,GAS_LEAK,71.19999999999995,49.172071408984806,Gas: 85.4787836735649 ppm
1773376399.9514081,W2,FALL,51.39626081131761,15.399999999999999,HR: 83.0
1773376407.1756988,W2,FALL,48.59796987098761,26.200000000000003,HR: 79.0
1773376409.234847,W2,FALL,48.629537471726294,28.000000000000004,HR: 81.0
